objectid, id, Name, Status, BldSz_Orig, BldSz_Curr, Has_Cave, CaveSize, Prod_Orig, Prod_Curr, Tour_Tastg, Visit_Day, Visit_Week, Visit_Yr, Visit_Mktg, Visit_NmEv, Visit_ALL, EmplyeeNum, ParkingNum, WDO, Last_UP, In_CityBdy, In_AIASP, Notes, SmlWnryExm, Apprv_date, Estab_date, Total_Size, Subj_to_75, GPY_at_75, AVA, SUP_dist
261, 305, BURGESS NAPA CELLARS, PROD, 14500, 14500, null, 0, 75000, 75000, NO, 0, 0, 0, 0, 0, 0, 3, 4, null, 98238-UP, null, null, null, null, 06/30/1999, 09/01/2001, 14500, x, 75000, Oak Knoll District of Napa Valley, 3
262, 306, DEL DOTTO WINERY, PROD, 7422, 7422, x, 2364, 10000, 20000, APPT, 10, 50, 2600, 500, 10, 3100, 2, 59, null, 99418-X, null, null, null, null, 07/13/1999, 09/01/2004, 9786, x, 20000, Napa Valley, 4
263, 307, NICKEL & NICKEL WINERY, PROD, 53936, 62565, null, 0, 125000, 125000, APPT, 75, 350, 18200, 4550, 161, 22750, 6, 45, null, 02126-MOD, null, null, null, null, 08/18/1999, 09/01/2006, 62565, x, 125000, Oakville, 3
264, 308, PALOMA VINEYARD, PROD, 3293, 3613, null, 0, 10000, 10000, APPT, 2, 14, 728, 100, 3, 828, 0, 8, null, 99439-UP, null, null, null, null, 07/07/1999, 09/01/2002, 3613, x, 10000, Spring Mountain District, 3
265, 309, AMICI CELLARS, PROD, 5000, 5000, null, 0, 20000, 20000, APPT, 25, 5, 260, 100, 6, 360, 1, 3, null, 98583-UP, null, null, null, null, 10/20/1999, 09/01/2002, 5000, x, 20000, Calistoga, 3
266, 310, NEAL WINERY, PROD, 8150, 8150, x, 7132, 25000, 35000, APPT, 15, 35, 1820, 300, 7, 2120, 2, 5, null, 03297-MOD, null, null, null, null, 01/19/2000, 09/01/2001, 15282, x, 35000, Howell Mountain, 3
267, 311, O'SHAUGHNESSY WINERY, PROD, 7917, 6891, x, 11600, 15000, 15000, APPT, 20, 7, 365, 80, 4, 445, 3, 6, null, 98405-UP, null, null, null, null, 02/16/2000, 09/01/2005, 18491, x, 15000, Howell Mountain, 3
268, 312, COLGIN PARTNERS WINERY, PROD, 16556, 18686, null, 0, 20000, 20000, APPT, 10, 25, 1300, 175, 5, 1475, 4, 9, null, 99226-UP, null, null, null, null, 07/19/2000, 09/01/2004, 18686, x, 20000, Napa Valley, 3
269, 313, ITALICS WINERY, PROD, 14200, 15880, x, 16500, 50000, 50000, APPT, 20, 50, 2600, 390, 8, 2990, 2, 10, null, A1999-003, null, null, null, null, 05/09/2000, 09/01/2005, 32380, x, 50000, Coombsville, 5
270, 314, REYNOLDS WINERY, PROD, 7800, 7800, null, 0, 20000, 20000, APPT, 10, 70, 3640, 100, 3, 3740, 2, 6, null, 99386-UP, null, null, null, null, 06/27/2000, 09/01/2004, 7800, x, 20000, Napa Valley, 4
271, 315, TEACHWORTH WINERY, PROD, 800, 800, null, 0, 5000, 5000, PVT, 2, 2, 104, 48, 2, 152, 0, 6, null, 99258-UP, null, null, null, null, 07/19/2000, 11/14/2001, 800, x, 5000, Diamond Mountain District, 3
272, 316, KATHRYN HALL WINERY, PROD, 4600, 4600, x, 13240, 18000, 18000, APPT, 15, 105, 5460, 630, 26, 6090, 2, 13, null, 00166-UP, null, null, null, null, 07/18/2001, 09/01/2006, 17840, x, 18000, Napa Valley, 3
273, 317, PARADUXX VINEYARDS, PROD, 22865, 32909, null, 0, 156000, 200000, APPT, 0, 840, 43680, 13130, 160, 56810, 38, 40, null, P08-00671-MOD, null, null, null, null, 08/15/2001, 09/01/2006, 32909, x, 200000, Yountville, 3
274, 318, EDGE HILL ESTATE WINERY, PROD, 12200, 13450, x, 5000, 24000, 24000, APPT, 0, 60, 3120, 315, 7, 3435, 5, 17, null, 00259-UP, null, null, null, null, 09/05/2001, 09/05/2001, 18450, x, 24000, St Helena, 3
275, 319, OLNEY FAMILY WINERY, PROD, 19237, 19237, x, 15000, 25000, 25000, APPT, 10, 70, 3640, 720, 12, 4360, 4, 12, null, null, null, null, null, null, 10/03/2001, 09/01/2004, 34237, x, 25000, Oak Knoll District of Napa Valley, 3
276, 322, BROWN ESTATE VINEYARDS, PROD, 2704, 2704, x, 6000, 50000, 50000, APPT, 2, 2, 104, 220, 9, 324, 2, 5, null, null, null, null, null, null, 03/15/2001, 09/01/2003, 8704, x, 50000, Chiles Valley District, 3
277, 323, JERICHO CANYON WINERY, PROD, 5200, 7160, x, 4100, 20000, 20000, APPT, 10, 15, 780, 120, 4, 900, 2, 5, null, null, null, null, null, null, 01/16/2002, 09/01/2007, 11260, x, 20000, Calistoga, 3
278, 324, HERMAN WINERY, APVD, 15550, 15550, null, 0, 50000, 24000, APPT, 4, 10, 520, 450, 18, 970, 4, 17, null, P09-00272, null, null, null, null, 02/06/2002, null, 15550, x, 24000, Oak Knoll District of Napa Valley, 3
279, 326, ALLORA WINERY, PROD, 2000, 2000, null, 0, 12000, 12000, APPT, 2, 4, 208, 240, 12, 448, 0, 5, null, 01053-UP, null, null, null, null, 03/20/2002, 09/01/2008, 2000, x, 12000, St Helena, 3
280, 328, SNOWDEN VINEYARDS, UNKNWN, 8025, 8025, x, 18900, 30000, 30000, APPT, 0, 5, 260, 0, 0, 260, 4, 4, null, 01261-UP, null, null, null, null, 03/06/2002, null, 26925, x, 30000, Napa Valley, 3
281, 329, MERUS WINES, PROD, 4580, 4580, x, 6947, 20000, 20000, APPT, 25, 125, 6500, 130, 10, 6630, 4, 10, null, 00227-UP, null, null, null, null, 03/06/2002, 09/01/2005, 11527, x, 20000, St Helena, 3
282, 332, NAPA VALLEY RESERVE, PROD, 25130, 26130, x, 42000, 48000, 48000, APPT, 6, 20, 1040, 4540, 266, 5580, 13, 18, null, 00501-UP, null, null, null, null, 03/20/2002, 09/01/2005, 68130, x, 48000, St Helena, 3
283, 333, VINEYARD 7 AND 8, PROD, 7713, 9013, x, 5300, 19200, 19200, APPT, 15, 105, 5460, 320, 8, 5780, 6, 6, null, P11-00309, null, null, null, null, 03/20/2002, 10/30/2006, 14313, x, 19200, Spring Mountain District, 3
284, 334, PALLADIAN ESTATE, PROD, 0, 0, x, 2470, 5000, 5000, NO, 0, 0, 0, 48, 2, 48, 0, 6, null, 01075-UP, null, null, null, null, 06/05/2002, 09/01/2003, 2470, x, 5000, St Helena, 3
285, 335, REVANA WINERY, PROD, 6624, 6624, null, 0, 15000, 15000, APPT, 8, 40, 2080, 258, 12, 2338, 3, 6, null, P04-0449-MODVMIN, null, null, null, null, 04/03/2002, 09/01/2005, 6624, x, 15000, St Helena, 3
286, 336, GARGIULO WINERY, PROD, 4420, 4420, null, 0, 20000, 20000, APPT, 10, 70, 3640, 480, 12, 4120, 2, 5, null, P05-0272UP-MODVMIN, null, null, null, null, 09/18/2002, 11/06/2006, 4420, x, 20000, Oakville, 3
287, 337, DAVIS ESTATES, PROD, 6306, 26445, x, 15445, 30000, 30000, APPT, 0, 168, 8736, 300, 4, 9036, 5, 15, null, P12-00373, null, null, null, null, 08/07/2002, 09/01/2003, 41890, x, 30000, Calistoga, 3
288, 339, DEL DOTTO FAMILY WINERY, PROD, 4200, 4200, x, 15163, 48000, 48000, APPT, 0, 200, 10400, 1146, 31, 11546, 4, 20, null, P11-00226-VMM, null, null, null, null, 08/12/2003, 09/01/2008, 19363, x, 48000, Rutherford, 3
289, 340, DANCING HARES VINEYARD, PROD, 4086, 4086, x, 4885, 15000, 15000, APPT, 0, 16, 192, 70, 5, 262, 2, 6, null, P09-00190, null, null, null, null, 01/15/2003, 09/01/2010, 8971, x, 15000, Napa Valley, 3
290, 341, ELEVEN ELEVEN WINES, PROD, 24200, 24200, null, 0, 100000, 100000, APPT, 20, 140, 7280, 345, 9, 7625, 3, 17, null, 01255-UP, null, null, null, null, 11/30/2001, 09/01/2010, 24200, x, 100000, Oak Knoll District of Napa Valley, 3
291, 342, HDV, PROD, 5100, 5100, null, 0, 20000, 20000, APPT, 10, 25, 1300, 210, 7, 1510, 2, 8, null, 00291-UP, null, null, null, null, 06/06/2001, 09/01/2004, 5100, x, 20000, Oak Knoll District of Napa Valley, 3
292, 343, PALMAZ WINERY, PROD, 0, 0, x, 55000, 35000, 35000, APPT, 50, 350, 18200, 130, 3, 18330, 3, 30, null, P11-00424-MOD, null, null, null, null, 06/20/2001, 11/12/2002, 55000, x, 35000, Coombsville, 4
293, 217, STAGLIN WINERY, PROD, 23603, 28108, x, 28483, 24000, 36000, APPT, 10, 100, 5200, 740, 9, 5940, 8, 14, null, P08-00053, null, null, null, null, 06/02/1999, 09/01/2001, 56591, x, 36000, Rutherford, 3
294, 344, PEJU, PROD, 12800, 12800, null, 0, 20000, 20000, PVT, 10, 70, 3640, 100, 1, 3740, 2, 44, null, 01275-UP, null, x, null, null, 09/25/2002, 09/01/2004, 12800, null, 0, Napa Valley, 5
295, 345, BOESCHEN WINERY, PROD, 1360, 1360, x, 5000, 20000, 10000, APPT, 10, 70, 3640, 40, 4, 3680, 1, 12, null, P04-0212-MOD, null, null, null, null, 07/17/2002, 08/15/2006, 6360, x, 10000, St Helena, 3
296, 346, HOWELL AT THE MOON WINERY, PROD, 2495, 2495, null, 0, 20000, 20000, APPT, 4, 10, 520, 170, 7, 690, 3, 5, null, 02114-UP, null, null, null, null, 03/17/2004, 06/29/2006, 2495, x, 20000, Howell Mountain, 3
297, 347, ABREU HOWELL MTN VINEYARDS, APVD, 5144, 5144, x, 13200, 20000, 20000, APPT, 0, 12, 624, 170, 7, 794, 3, 5, null, 02113-UP, null, null, null, null, 04/02/2003, null, 18344, x, 20000, Howell Mountain, 3
298, 348, PORTER VINEYARDS, PROD, 3000, 3000, x, 21000, 12000, 12000, APPT, 0, 0, 120, 0, 0, 120, 1, 4, null, P05-0425-VMM, null, null, null, null, 07/17/2002, 09/01/2007, 24000, x, 12000, Coombsville, 5
299, 349, BRYANT FAMILY WINERY, PROD, 6276, 9293, x, 8000, 8500, 8500, APPT, 20, 30, 1560, 320, 6, 1880, 2, 6, null, 00382-MOD, null, null, null, null, 06/21/2000, 11/21/2002, 17293, x, 8500, Napa Valley, 3
300, 350, W H SMITH WINES, PROD, 798, 798, x, 4730, 20000, 20000, NO, 0, 0, 0, 148, 13, 148, 2, 4, null, 02057-UP, null, null, null, null, 05/15/2002, 09/01/2004, 5528, x, 20000, Howell Mountain, 3
301, 352, CAVUS VINEYARDS, PROD, 0, 0, x, 1650, 2500, 2500, NO, 0, 0, 0, 0, 0, 0, 1, 2, null, 02115-UP, null, null, null, null, 07/03/2002, 09/01/2004, 1650, x, 2500, Stags Leap District, 4
302, 354, CELANI FAMILY VINEYARDS, PROD, 2150, 2150, null, 0, 10000, 10000, NO, 0, 0, 0, 0, 0, 0, 0, 1, null, P04-0477-MOD, null, null, null, null, 07/03/2002, 09/01/2003, 2150, x, 10000, Oak Knoll District of Napa Valley, 3
303, 355, PAHLMEYER WINERY, APVD, 56057, 56057, null, 0, 100000, 100000, APPT, 20, 70, 3640, 1490, 7, 5130, 16, 27, null, 00256-UP, null, null, null, null, 04/17/2002, null, 56057, x, 100000, Atlas Peak, 4
304, 356, ROY ESTATE VINEYARDS, APVD, 10525, 10525, x, 6500, 12000, 12000, APPT, 10, 40, 2080, 630, 12, 2710, 2, 5, null, P050122-MOD, null, null, null, null, 05/01/2002, null, 17025, x, 12000, Napa Valley, 4
305, 357, CUVAISON CARNEROS, PROD, 34350, 35000, x, 25000, 34000, 155048, APPT, 75, 525, 27300, 0, 0, 27300, 10, 10, null, P07-00871-MOD, null, null, null, null, 05/15/2002, 11/12/2004, 60000, x, 155048, Los Carneros, 1
306, 358, PHELAN WINERY, PROD, 800, 800, x, 2080, 4800, 4800, NO, 0, 0, 0, 0, 0, 0, 0, 1, null, 02066-UP, null, null, null, null, 05/01/2002, 09/01/2004, 2880, x, 4800, Napa Valley, 4
307, 359, ARKENSTONE VINEYARDS, PROD, 11067, 15528, x, 25000, 48000, 60000, APPT, 30, 210, 10920, 708, 18, 11628, 10, 17, null, P12-00338-MOD, null, null, null, null, 04/02/2003, 09/01/2008, 40528, x, 60000, Howell Mountain, 3
308, 360, MADRIGAL VINEYARDS, PROD, 7352, 7617, null, 0, 36000, 36000, APPT, 4, 20, 1040, 170, 7, 1210, 5, 6, null, P07-00854-VMM, null, null, null, null, 12/03/2003, 09/01/2008, 7617, x, 36000, Calistoga, 3
309, 361, PALISADES WINERY, APVD, 32646, 32646, x, 6000, 120000, 120000, APPT, 70, 60, 3120, 1440, 24, 4560, 9, 35, null, 00337-UP, null, null, null, null, 11/20/2002, null, 38646, x, 120000, Napa Valley, 3
310, 362, TWO ROCKS WINERY, PROD, 6950, 6950, x, 20682, 50000, 50000, APPT, 6, 15, 780, 920, 13, 1700, 4, 7, null, P06-01228, null, null, null, null, 01/21/2004, null, 27632, x, 50000, Napa Valley, 3
311, 363, ARROYO CREEK VINEYARDS, APVD, 7424, 7424, x, 23050, 125000, 125000, APPT, 12, 84, 4368, 2500, 52, 6868, 7, 10, null, P04-0457-MOD, null, null, null, null, 04/21/2003, null, 30474, x, 125000, Napa Valley, 5
312, 370, BLANKIET WINERY, PROD, 11583, 11583, x, 6098, 12000, 12000, APPT, 0, 10, 520, 0, 0, 520, 2, 5, null, 02410-UP, null, null, null, null, 07/02/2003, 10/08/2007, 17681, x, 12000, Yountville, 3
313, 371, AZALEA SPRINGS WINERY, UNKNWN, 8591, 8591, x, 3016, 12500, 12500, APPT, 20, 125, 6500, 560, 14, 7060, 2, 12, null, 00167-UP, null, null, null, null, 05/02/2001, null, 11607, x, 12500, Diamond Mountain District, 3
314, 372, ANNAPURNA WINERY, UNKNWN, 5250, 5250, x, 11700, 12000, 12000, APPT, 20, 60, 3120, 560, 14, 3680, 3, 10, null, 02338-UP, null, null, null, null, 11/20/2002, null, 16950, x, 12000, Stags Leap District, 3
315, 373, LAIL VINEYARDS, APVD, 6800, 6800, x, 11000, 12000, 12000, APPT, 8, 10, 520, 560, 14, 1080, 2, 7, null, 02501-UP, null, null, null, null, 02/05/2003, null, 17800, x, 12000, Howell Mountain, 3
316, 374, STEPHENS WINERY, UNKNWN, 13516, 13516, null, 0, 12000, 12000, APPT, 25, 60, 3120, 560, 14, 3680, 3, 10, null, 02357-UP, null, null, null, null, 02/05/2003, null, 13516, x, 12000, St Helena, 3
317, 375, NEMEREVER WINERY, PROD, 4092, 4092, x, 3356, 10000, 10000, APPT, 10, 24, 1248, 80, 6, 1328, 1, 4, null, P04-0281-MOD, null, null, null, null, 02/05/2003, 07/11/2013, 7448, x, 10000, Oakville, 3
318, 378, ADAMVS, PROD, 8004, 14509, x, 6000, 20000, 20000, APPT, 32, 150, 7800, 521, 11, 8321, 10, 25, null, P1200162-MOD, null, null, null, null, 03/19/2003, 09/01/2006, 20509, x, 20000, Howell Mountain, 3
319, 376, JAMES COLE WINERY, PROD, 3333, 3333, null, 0, 10000, 10000, APPT, 20, 72, 3744, 260, 5, 4004, 2, 10, null, 02576-UP, null, null, null, null, 06/04/2003, 09/01/2004, 3333, x, 10000, Napa Valley, 4
320, 377, KEEVER WINERY, PROD, 7474, 7474, x, 2800, 10000, 10000, APPT, 8, 32, 1664, 420, 15, 2084, 2, 5, null, 02587-UP, null, null, null, null, 08/20/2003, 09/01/2006, 10274, x, 10000, Yountville, 3
321, 379, VIOLET VINEYARD, UNKNWN, 5666, 5666, null, 0, 20000, 20000, APPT, 10, 12, 624, 560, 14, 1184, 2, 4, null, 03004-UP, null, null, null, null, 05/21/2003, null, 5666, x, 20000, Oak Knoll District of Napa Valley, 3
322, 380, ROBERT BIALI VINEYARDS, PROD, 19706, 19706, null, 0, 40000, 40000, APPT, 4, 10, 520, 200, 2, 720, 6, 10, null, P04-0260-MOD, null, null, null, null, 04/21/2003, 09/01/2006, 19706, x, 40000, Oak Knoll District of Napa Valley, 3
323, 382, WILLIAM COLE WINERY, PROD, 5040, 5040, x, 4000, 20000, 20000, APPT, 5, 10, 520, 185, 8, 705, 2, 6, null, 02307-UP, null, null, null, null, 10/16/2002, 09/01/2004, 9040, x, 20000, St Helena, 3
324, 383, ALKO RANCH LLC, PROD, 20107, 20107, x, 12000, 100000, 100000, NO, 0, 0, 0, 864, 0, 864, 5, 15, null, P05-00235-MOD, null, null, null, null, 09/03/2003, 09/01/2007, 32107, x, 100000, Napa Valley, 3
325, 384, JUDD'S HILL WINERY, PROD, 7108, 7108, null, 0, 30000, 30000, APPT, 8, 28, 1456, 0, 0, 1456, 2, 5, null, 03274-UP, null, null, null, null, 10/15/2003, 08/11/2005, 7108, x, 30000, Napa Valley, 4
326, 385, COQUEREL FAMILY WINERY, APVD, 12741, 12741, null, 0, 75000, 75000, APPT, 25, 175, 9100, 2140, 67, 11240, 6, 17, null, P12-00260-MOD, null, null, null, null, 09/03/2003, null, 12741, x, 75000, Calistoga, 3
327, 386, SHIFFLETT ESTATE WINERY, PROD, 3000, 3000, null, 0, 40000, 40000, APPT, 20, 56, 2912, 510, 14, 3422, 2, 5, null, 03331-UP, null, null, null, null, 12/03/2003, 09/01/2007, 3000, x, 40000, Oak Knoll District of Napa Valley, 3
328, 388, ALTAMURA VINEYARDS, APVD, 30232, 30232, null, 0, 250000, 250000, APPT, 10, 150, 7800, 240, 8, 8040, 6, 21, null, 02381-UP, null, null, null, null, 12/17/2003, null, 30232, x, 250000, Napa Valley, 4
329, 389, MASKED MAN WINERY, UNKNWN, 3040, 3040, null, 0, 8000, 8000, APPT, 4, 10, 520, 200, 7, 720, 1, 4, null, 03368-UP, null, null, null, null, 02/04/2004, null, 3040, x, 8000, St Helena, 3
330, 390, LAGIER MEREDITH WINERY, APVD, 2850, 2850, x, 2860, 5000, 5000, APPT, 4, 20, 1040, 0, 0, 1040, 1, 5, null, 03421-UP, null, null, null, null, 01/21/2004, null, 5710, x, 5000, Mount Veeder, 2
331, 391, KENZO WINERY, PROD, 22500, 29465, x, 25000, 85000, 85000, APPT, 25, 75, 3900, 1550, 27, 5450, 10, 20, null, P12-00434-MOD, null, null, null, null, 03/16/2005, 09/01/2010, 54465, x, 85000, Napa Valley, 4
332, 392, MT. VEEDER SPRINGS WINERY, UNKNWN, 2860, 2860, null, 0, 10000, 10000, NO, 0, 0, 0, 110, 5, 110, 2, 3, null, 03485-UP, null, null, null, null, 06/21/2006, 09/01/2008, 2860, x, 10000, Mount Veeder, 2
333, 393, CLARK CLAUDON VINEYARD, UNKNWN, 6277, 6277, x, 4100, 20000, 20000, APPT, 4, 8, 416, 220, 7, 636, 3, 5, null, 02641-UP, null, null, null, null, 01/18/2006, null, 10377, x, 20000, Napa Valley, 3
334, 394, SEVEN STONES WINERY, PROD, 1158, 2062, null, 0, 1000, 1900, APPT, 0, 6, 312, 218, 10, 530, 2, 5, null, P10-00372, null, null, null, null, 04/07/2004, 09/01/2005, 2062, x, 1900, Napa Valley, 3
335, 395, BRAVANTE WINERY, PROD, 8100, 8100, x, 2300, 20000, 20000, APPT, 4, 20, 1040, 220, 8, 1260, 3, 5, null, 03002-UP, null, null, null, null, 05/19/2004, 09/01/2008, 10400, x, 20000, Howell Mountain, 3
336, 397, ROUND POND WINERY, PROD, 18267, 33755, null, 0, 20000, 100000, APPT, 60, 360, 18720, 12300, 30, 31020, 12, 43, null, 03529-UP, null, null, null, null, 02/02/2005, 11/09/2005, 33755, x, 100000, Rutherford, 3
337, 399, TWO SISTERS WINERY, UNKNWN, 9040, 9040, null, 0, 15000, 15000, APPT, 0, 10, 520, 130, 5, 650, 2, 6, null, P11-00423VMM, null, null, null, null, 05/05/2004, 09/01/2012, 9040, x, 15000, Calistoga, 3
338, 400, VIN ROC WINERY, PROD, 2000, 2000, x, 2000, 18000, 18000, APPT, 0, 8, 416, 0, 0, 416, 2, 4, null, 04004-UP, null, null, null, null, 07/07/2004, null, 4000, x, 18000, Atlas Peak, 4
339, 402, CHATEAU 15 WINERY, APVD, 2828, 2828, x, 11338, 20000, 20000, APPT, 4, 36, 1872, 460, 14, 2332, 4, 9, null, P13-00090-MOD, null, null, null, null, 03/02/2005, null, 14166, x, 20000, Coombsville, 5
340, 403, PILLAR ROCK WINERY, UNKNWN, 6534, 6534, x, 6779, 16000, 16000, APPT, 0, 40, 2080, 1048, 90, 3128, 3, 9, null, 02285-UP, null, null, null, null, 08/17/2004, null, 13313, x, 16000, Stags Leap District, 4
341, 381, OVID VINEYARDS, PROD, 10805, 12363, null, 0, 18000, 18000, APPT, 35, 245, 12740, 390, 8, 13130, 4, 9, null, P08-00300-MOD, null, null, null, null, 06/04/2003, 09/01/2007, 12363, x, 18000, Napa Valley, 4
342, 405, EHREN JORDAN WINE CELLARS, PROD, 5720, 15000, x, 13276, 25000, 25000, APPT, 4, 10, 520, 105, 5, 625, 2, 8, null, 03486-UP, null, null, null, null, 07/07/2004, 09/01/2005, 28276, x, 25000, St Helena, 3
343, 406, LARKMEAD VINEYARDS, PROD, 18047, 18047, null, 0, 36000, 75000, APPT, 100, 800, 41600, 1740, 51, 43340, 25, 25, x, P14-000158, null, null, null, null, 09/01/1895, 09/01/2006, 18047, x, 75000, Calistoga, 3
344, 407, CORBETT VINEYARDS, UNKNWN, 8243, 8243, x, 4000, 30000, 30000, APPT, 0, 10, 520, 140, 4, 660, 2, 6, null, 02619-UP, null, null, null, null, 08/18/2004, null, 12243, x, 30000, St Helena, 3
345, 408, FUTO WINERY, PROD, 15202, 14302, null, 0, 5000, 10000, APPT, 10, 25, 1300, 152, 5, 1452, 5, 6, null, 0800096-UP, null, null, null, null, 04/20/2005, 09/01/2010, 14302, x, 10000, Oakville, 3
346, 409, CALDWELL WINERY, PROD, 0, 0, x, 18438, 25000, 25000, APPT, 0, 40, 2080, 270, 13, 2350, 2, 6, null, 03318-UP, null, null, null, null, 12/15/2004, 05/05/2011, 18438, x, 25000, Coombsville, 5
347, 411, RENTERIA WINERY, APVD, 13731, 13731, x, 11166, 18000, 18000, APPT, 0, 56, 2912, 392, 7, 3304, 3, 6, null, 04046-UP, null, null, null, null, 07/20/2005, null, 24897, x, 18000, Mount Veeder, 2
348, 410, LINDSTROM WINERY, UNKNWN, 0, 0, x, 5750, 3500, 3500, APPT, 6, 6, 312, 168, 20, 480, 2, 3, null, 03341-UP, null, null, null, null, 11/03/2004, null, 5750, x, 3500, Stags Leap District, 4
349, 412, MALDONADO WINERY, PROD, 3692, 3692, x, 2800, 15000, 15000, APPT, 12, 30, 1560, 80, 3, 1640, 0, 5, null, 040271-UP, null, null, null, null, 11/17/2004, 09/09/2010, 6492, x, 15000, Calistoga, 3
350, 413, WOODBRIDGE WINERY, PROD, 0, 0, x, 10985, 19000, 19000, NO, 0, 0, 0, 0, 0, 0, 2, 2, null, P04-0551, null, null, null, null, 09/18/2007, 08/03/2006, 10985, x, 19000, St Helena, 3
351, 414, SAGE VINEYARDS, UNKNWN, 10797, 10797, null, 0, 15000, 15000, APPT, 8, 48, 2496, 484, 27, 2980, 3, 4, null, P04-0512, null, null, null, null, 03/07/2007, null, 10797, x, 15000, Mount Veeder, 2
352, 368, PERATA WINERY, PROD, 4780, 4780, null, 0, 20000, 20000, APPT, 20, 50, 2600, 320, 14, 2920, 2, 4, null, 02409-UP, null, null, null, null, 04/08/2003, 11/08/2006, 4780, x, 20000, Yountville, 3
353, 415, QUINTESSA WINERY, PROD, 30430, 30430, x, 17000, 180000, 180000, APPT, 100, 500, 26000, 570, 13, 26570, 12, 36, null, P14-00252-VMM, null, null, null, null, 12/06/2000, 09/01/2002, 47430, x, 180000, Rutherford, 3
354, 417, DEL BONDIO WINERY, UNKNWN, 7000, 7000, null, 0, 38000, 38000, PVT, 0, 3, 156, 0, 0, 156, 1, 4, null, 00054-UP, null, null, null, null, 03/07/2001, null, 7000, x, 38000, Rutherford, 3
355, 418, RIPE PEAK WINERY, PROD, 405, 405, x, 1600, 1500, 1500, APPT, 8, 28, 1456, 400, 11, 1856, 2, 4, null, P07-00136, null, null, null, null, 03/16/2005, 09/01/2006, 2005, x, 1500, Atlas Peak, 4
356, 121, BEAUCANON ESTATE, PROD, 2600, 2805, null, 0, 70000, 70000, NO, 0, 0, 0, 0, 0, 0, 4, 10, x, 03149-MOD, null, null, null, null, 04/14/1982, 04/14/1986, 2805, null, 0, Napa Valley, 4
357, 419, ROCKY RIDGE WINERY, APVD, 18280, 18280, x, 16600, 35000, 35000, APPT, 8, 40, 2080, 970, 28, 3050, 4, 9, null, P05-0056, null, null, null, null, 12/07/2005, null, 34880, x, 35000, Howell Mountain, 3
358, 421, KONGSGAARD WINERY, PROD, 700, 700, x, 7000, 12000, 12000, NO, 0, 0, 0, 0, 0, 0, 6, 4, null, 050110-UP, null, null, null, null, 06/15/2005, 06/23/2010, 7700, x, 12000, Atlas Peak, 4
359, 422, V MADRONE WINERY, PROD, 6461, 6461, null, 0, 20000, 20000, APPT, 20, 90, 4680, 570, 12, 5250, 3, 15, null, P08-00099-MOD, null, null, null, null, 05/07/2008, 09/01/2008, 6461, x, 20000, St Helena, 3
360, 423, FANTESCA ESTATE, PROD, 4700, 4700, x, 6900, 20000, 30000, APPT, 18, 100, 5200, 1205, 43, 6405, 8, 13, null, P13-00080, null, null, null, null, 12/05/2000, 09/01/2002, 11600, x, 30000, Spring Mountain District, 3
361, 424, POETRY WINERY, UNKNWN, 9772, 9772, x, 6373, 12000, 12000, APPT, 19, 25, 1300, 400, 11, 1700, 5, 7, null, P08-0038-MODVMIN, null, null, null, null, 04/05/2006, 09/01/2008, 16145, x, 12000, Napa Valley, 4
362, 425, KAPCSANDY WINERY, PROD, 11820, 11820, null, 0, 20000, 20000, APPT, 6, 36, 1872, 1020, 27, 2892, 2, 5, null, 04101-MOD, null, null, null, null, 09/19/2001, 09/01/2003, 11820, x, 20000, Yountville, 3
363, 426, TOM EDDY WINERY, PROD, 10200, 10200, x, 21437, 48000, 48000, APPT, 0, 20, 1040, 309, 8, 1349, 7, 8, null, 00175-UP, null, null, null, null, 05/02/2001, 08/14/2012, 31637, x, 48000, Calistoga, 3
364, 427, ENTRE NOUS, PROD, 1529, 1529, null, 0, 2500, 2500, NO, 0, 0, 0, 0, 0, 0, 0, 2, null, P07-00440-MODVMIN, null, null, null, null, 02/01/2006, 10/15/2007, 1529, x, 2500, Oakville, 3
365, 428, SUSCOL CREEK WINERY, APVD, 61281, 73838, null, 0, 200000, 600000, APPT, 25, 100, 5200, 2600, 208, 7800, 30, 55, null, P09-00101, null, x, null, null, 05/03/2006, null, 73838, null, 0, Napa Valley, 5
366, 429, CHECKERBOARD VINEYARDS, PROD, 8498, 8498, x, 19000, 15000, 15000, APPT, 22, 75, 3900, 200, 7, 4100, 2, 5, null, P09-00193, null, null, null, null, 03/15/2006, 09/01/2007, 27498, x, 15000, Diamond Mountain District, 3
367, 430, EEDEN VINEYARDS, PROD, 3398, 3398, null, 0, 15000, 15000, APPT, 4, 8, 416, 130, 5, 546, 2, 5, null, P08-00235, null, null, null, null, 06/07/2006, 09/01/2009, 3398, x, 15000, Spring Mountain District, 3
368, 431, CADE WINERY, PROD, 12203, 12203, x, 14290, 30000, 30000, APPT, 15, 75, 3900, 750, 15, 4650, 6, 11, null, P07-00740-MODVMIN, null, null, null, null, 05/03/2006, 09/01/2007, 26493, x, 30000, Howell Mountain, 3
369, 434, NAPA HARVEST WINERY, APVD, 5120, 5120, x, 7440, 36000, 36000, APPT, 20, 50, 2600, 140, 4, 2740, 3, 5, null, P09-00099-MOD, null, null, null, null, 06/21/2006, null, 12560, x, 36000, Napa Valley, 4
